,character,line #,line
230,GORMAN,230,"Let's see.  Everybody on line.
Drake, check you camera.  There
seems to be a..."
231,GORMAN,231,"...that's better.  Pan it around
a bit."
232,APONE,232,"Awright.  Fire-team A.  Gear up.
Let's move.  Two minutes.
Somebody wake up Hicks."
233,RIPLEY,233,That the atmosphere processor?
234,BURKE,234,"Uh-hunh.  One of thirty or so,
all over the planet.  They're
completely automated.  We
manufacture them, by the way."
235,GORMAN,235,"Hold at forty.  Slow circle of
the complex."
236,RIPLEY,236,"The structure seems intact.  They
have power."
237,GORMAN,237,"Okay, let's do it."
238,APONE,238,"Awright!  I want a nice clean
dispersal this time."
239,VASQUEZ,239,You staying in here?
240,RIPLEY,240,You bet.
241,VASQUEZ,241,Figures.
242,GORMAN,242,"Set down sixty meters this side
of the telemetry mast.  Immediate
dust off on my 'clear,' then stay
on station."
243,APONE,243,"Ten seconds, people.  Look sharp!"
244,GORMAN,244,"First squad up, on line.  Hicks,
get yours in a cordon.  Watch the
rear."
245,APONE,245,"Vasquez, take point.  Let's move."
246,APONE,246,"Sealed.  Hudson, run a bypass."
247,APONE,247,"First squad, assemble on me at
the main lock."
248,GORMAN,248,"Second team, move up.
Flanking positions."
249,GORMAN,249,"Quarter and search by twos.  Second
team move inside.  Hicks, take the
upper level.  Use your motion
trackers."
250,HICKS,250,Nothing.  No movement.
251,BURKE,251,Looks like my room in college.
252,RIPLEY,252,Wait!  Tell him to...
253,RIPLEY,253,"...Hicks.  Back up.  Pan left.
There!"
254,HICKS,254,"You seeing this okay?  Looks
melted."
255,BURKE,255,Hmm.  Acid for blood.
256,HICKS,256,"Looks like somebody bagged them
one of Ripley's bad guys here."
257,HUDSON,257,"Hey, if you like that, you're gonna
love this..."
258,APONE,258,Second squad?  What's your status?
259,HICKS,259,"Just finished our sweep.
Nobody home."
260,APONE,260,"The place is dead, Sir.  Whatever
happened, we missed it."
261,GORMAN,261,"All right, the area's secured.
Let's go in and see what their
computer can tell us."
262,GORMAN,262,"First team head for operations.
Hudson, see if you can get their
CPU on line.  Hicks, meet me at
the south lock by the up-link
tower..."
263,GORMAN,263,...We're coming in.
264,HUDSON,264,"He's coming in.  I feel safer
already."
265,VASQUEZ,265,Pendejo jerkoff.
266,HUDSON,266,"Sir, the CPU is on-line."
267,GORMAN,267,"Okay, stand by in operations."
268,GORMAN,268,Let's go.
269,RIPLEY,269,Burke!
270,WIERZBOWSKI,270,Scare you?
271,RIPLEY,271,"Christ, Wierzbowski!"
272,WIERZBOWSKI,272,"Sorry.  Hicks said to keep an
eye on you."
273,GORMAN,273,"Looks like you company can write
off its share of this colony."
274,BURKE,274,It's insured.
275,FRONT,275,"Sir, you should check this out..."
276,FROST,276,Right ahead here...
277,WIERZBOWSKI,277,Last stand.
278,GORMAN,278,No bodies?
279,FROST,279,"No, Sir.  Looks like it was a
helluva fight."
280,RIPLEY,280,Over there.
281,BURKE,281,Are these the same...?
282,RIPLEY,282,"Watch it, Burke..."
283,HICKS,283,It likes you.
284,BURKE,284,"These are dead.  There's just
the two alive."
285,RIPLEY,285,"Removed surgically before embryo
implantation.  Subject:  Marachuk,
John L.   Died during procedure."
286,RIPLEY,286,They killed him getting it off.
287,HICKS,287,Poor bastard.
288,HICKS,288,Behind us.
289,RIPLEY,289,One of us?
290,GORMAN,290,"Apone...where are your people?
Anybody in D-Block?"
291,APONE,291,Negative.  We're all in Operations.
292,HICKS,292,It's moving.
293,VASQUEZ,293,Which way?
294,VASQUEZ,294,You fuck!
295,RIPLEY,295,Come on out.  It's all right...
296,HICKS,296,"Ow!  Shit.  Watchit, she bites."
297,RIPLEY,297,"It's okay, it's okay.  It's over...
you're going to be all right now...
it's okay...you're safe..."
298,GORMAN,298,What's her name again?
299,DIETRICH,299,Rebecca.
300,GORMAN,300,"Now think, Rebecca.
Concentrate.  Just start at
the beginning..."
301,GORMAN,301,"Where are your parents?  You
have to try..."
302,RIPLEY,302,"Gorman!  Give it a rest would
you."
303,GORMAN,303,Total brain-lock.
304,DIETRICH,304,"Physically she's okay.
Borderline malnutrition, but
I don't think any permanent
damage."
305,GORMAN,305,"Come on, we're wasting our
time."
306,RIPLEY,306,"Here, try this.  A little
instant hot chocolate."
307,RIPLEY,307,"Poor thing.  You don't talk
much do you?  That's okay by
me.  Most people do a lot of
talking and they wind up not
saying very much."
308,RIPLEY,308,"Uh oh.  I made a clean spot
here.  Now I've done it.  Guess
I'll just have to do the whole
thing."
309,RIPLEY,309,"Hard to believe...there's a
little girl under all this.
And a pretty one at that."
310,BURKE,310,What's he scanning for?
311,GORMAN,311,"PDT'S.  Personal-Data Transmitters.
Every adult colonist had one
surgically implanted."
312,HUDSON,312,"If they're within twenty
klicks we'll read it out here,
but so far...zip."
313,RIPLEY,313,"I don't know how you managed
to stay alive but you're one
brave kid, Rebecca."
314,NEWT,314,N-newt.
315,RIPLEY,315,What did you say?
316,NEWT,316,"Newt.  My n-name's Newt.
Nobody calls me Rebecca except
my dork brother."
317,RIPLEY,317,"Well, Newt it is then.  My
name's Ripley...and people
call me Ripley."
318,RIPLEY,318,"Pleased to meet you.  And who
is this?  Does she have a
name?"
319,NEWT,319,Casey.  She's my only friend.
320,RIPLEY,320,What about me?
321,NEWT,321,I don't want you for a friend.
322,RIPLEY,322,Why not?
323,NEWT,323,"Because you'll be gone soon,
like the others.  Like
everybody.  You'll be dead
and you'll leave me alone."
324,RIPLEY,324,"Oh, Newt.  You mom and dad
went away like that, didn't
they?"
325,RIPLEY,325,"They'd be here if they could,
honey.  I know they would."
326,NEWT,326,They're dead.
327,RIPLEY,327,"Newt.  Look at me...Newt.  I
won't leave you.  I promise."
328,NEWT,328,You promise?
329,RIPLEY,329,Cross my heart.
330,NEWT,330,And hope to die?
331,RIPLEY,331,And hope to die.
332,HUDSON,332,"Hah!  Stop your grinnin' and
drop your linen!  Found 'em."
333,GORMAN,333,Alive?
334,HUDSON,334,"Unknown.  But, it looks like
all of them.  Over at the
processing station...sublevel
'C' under the south tower."
335,HICKS,335,"Looks like a Goddamn town
meeting."
336,GORMAN,336,Let's saddle up.
337,APONE,337,"Awright, let's go girls, they
ain't payin' us by the hour."
338,NEWT,338,"I was the best at the game.
I knew the whole maze."
339,RIPLEY,339,"The 'maze'?  You mean the
air ducts?"
340,NEWT,340,"Yeah, you know.  In the walls,
under the floor.  I was the
ace.  I could hide better
than anybody."
341,RIPLEY,341,"You're really something, ace."
342,GORMAN,342,"Forty meters in.  Ramp on
axial two-two.  Access to
sublevels."
343,GORMAN,343,B-Level.  Next one down.
344,GORMAN,344,"We're not making that out too
well.  What is it?"
345,HUDSON,345,"You tell me.  I only work
here."
346,GORMAN,346,What is it?
347,RIPLEY,347,I don't know.
348,GORMAN,348,Proceed inside.
349,RIPLEY,349,Oh God...
350,DIETRICH,350,"Looks like some sort of secreted
resin."
351,GORMAN,351,"They ripped apart the colony
for building materials."
352,RIPLEY,352,"And the colonists...When they
were done with them."
353,RIPLEY,353,"Newt, you better go sit up
front.  Go on."
354,FROST,354,Hotter'n hell in here.
355,HUDSON,355,"Yeah...but it's a dry
heat."
356,RIPLEY,356,"They're right under the
primary heat exchangers."
357,BURKE,357,"Yeah?  Maybe the organisms like
the heat, that's why they built..."
